FullDate,Lat,Long,Region Name_encoded,Suburb_encoded,Brand Name_encoded,Unleaded 91,Price_Class
2018/04/01,-12.453169,130.838155,0,0,0,125.9,STABLE
2018/04/01,-12.454479,130.838773,0,0,1,149.9,HIKE
2018/04/01,-12.458111,130.836149,0,0,2,146.7,DECREASE
2018/04/01,-12.459371,130.837418,0,0,3,146.9,HIKE
2018/04/01,-12.376822,130.882005,0,1,1,149.9,HIKE
2018/04/01,-12.388251,130.851979,0,2,1,149.9,STABLE
2018/04/01,-12.372055,130.883614,0,1,4,146.9,DECREASE
2018/04/01,-12.402207,130.855703,0,3,2,145.5,DECREASE
2018/04/01,-12.376162,130.88528,0,4,2,145.7,HIKE
2018/04/01,-12.3877,130.85206,0,2,3,146.9,HIKE
2018/04/01,-12.373514,130.883836,0,1,3,146.9,STABLE
2018/04/01,-12.394744,130.87797,0,5,3,146.9,STABLE
2018/04/01,-12.394908,130.85574,0,3,5,147.9,HIKE
2018/04/01,-12.401029,130.916358,0,6,4,146.9,DECREASE
2018/04/01,-12.396662,130.90436,0,7,3,146.9,STABLE
2018/04/01,-12.389526,130.851965,0,2,4,146.9,STABLE
2018/04/01,-12.43158,130.874918,0,8,6,137.5,DECREASE
2018/04/01,-12.397213,130.859903,0,9,7,146.9,HIKE
2018/04/01,-12.40943,130.855712,0,10,2,145.5,DECREASE
2018/04/01,-12.426162,130.893602,0,8,2,146.7,HIKE
2018/04/01,-12.4329,130.848332,0,11,2,146.7,STABLE
2018/04/01,-12.424795,130.839007,0,12,3,146.9,HIKE
2018/04/01,-12.426896,130.855965,0,10,3,146.9,STABLE
2018/04/01,-12.430993,130.891404,0,8,0,0.0,DECREASE
2018/04/01,-12.425722,130.869226,0,8,1,149.9,ZERO
2018/04/01,-12.461616,130.929661,0,13,7,0.0,DECREASE
2018/04/01,-12.457972,130.941972,0,13,5,0.0,ZERO
2018/04/01,-12.427976,130.9131,0,14,7,146.9,ZERO
2018/04/01,-12.433454,130.924834,0,14,3,146.9,STABLE
2018/04/01,-12.456695,130.966706,1,15,3,146.9,STABLE
2018/04/01,-12.434533,130.923847,0,14,3,146.9,STABLE
2018/04/01,-12.460552,130.926545,0,13,3,146.9,STABLE
2018/04/01,-12.447604,130.94755,0,14,5,0.0,DECREASE
2018/04/01,-12.473721,130.9841,1,16,1,149.9,ZERO
2018/04/01,-12.480144,130.970135,1,16,1,149.9,STABLE
2018/04/01,-12.469825,130.987781,1,17,7,146.9,DECREASE
2018/04/01,-12.482142,130.985802,1,16,3,146.9,STABLE
2018/04/01,-12.499875,130.986152,1,18,4,146.9,STABLE
2018/04/01,-12.470486,130.984279,1,16,4,146.9,STABLE
2018/04/01,-12.508645,130.990031,1,19,2,146.7,DECREASE
2018/04/01,-12.45187,130.96321,1,20,5,0.0,DECREASE
2018/04/02,-12.453169,130.838155,0,0,0,125.9,ZERO
2018/04/02,-12.454479,130.838773,0,0,1,149.9,HIKE
2018/04/02,-12.458111,130.836149,0,0,2,146.7,DECREASE
2018/04/02,-12.459371,130.837418,0,0,3,146.9,HIKE
2018/04/02,-12.376822,130.882005,0,1,1,149.9,HIKE
2018/04/02,-12.388251,130.851979,0,2,1,149.9,STABLE
2018/04/02,-12.372055,130.883614,0,1,4,146.9,DECREASE
2018/04/02,-12.402207,130.855703,0,3,2,145.5,DECREASE
2018/04/02,-12.376162,130.88528,0,4,2,145.7,HIKE
2018/04/02,-12.3877,130.85206,0,2,3,146.9,HIKE
2018/04/02,-12.373514,130.883836,0,1,3,146.9,STABLE
2018/04/02,-12.394744,130.87797,0,5,3,146.9,STABLE
2018/04/02,-12.394908,130.85574,0,3,5,147.9,HIKE
2018/04/02,-12.401029,130.916358,0,6,4,146.9,DECREASE
2018/04/02,-12.396662,130.90436,0,7,3,146.9,STABLE
2018/04/02,-12.389526,130.851965,0,2,4,146.9,STABLE
2018/04/02,-12.43158,130.874918,0,8,6,137.5,DECREASE
2018/04/02,-12.397213,130.859903,0,9,7,146.9,HIKE
2018/04/02,-12.40943,130.855712,0,10,2,145.5,DECREASE
2018/04/02,-12.426162,130.893602,0,8,2,146.7,HIKE
2018/04/02,-12.4329,130.848332,0,11,2,146.7,STABLE
2018/04/02,-12.424795,130.839007,0,12,3,146.9,HIKE
2018/04/02,-12.426896,130.855965,0,10,3,146.9,STABLE
2018/04/02,-12.430993,130.891404,0,8,0,0.0,DECREASE
2018/04/02,-12.425722,130.869226,0,8,1,149.9,ZERO
2018/04/02,-12.461616,130.929661,0,13,7,0.0,DECREASE
2018/04/02,-12.457972,130.941972,0,13,5,0.0,ZERO
2018/04/02,-12.427976,130.9131,0,14,7,146.9,ZERO
2018/04/02,-12.433454,130.924834,0,14,3,146.9,STABLE
2018/04/02,-12.456695,130.966706,1,15,3,146.9,STABLE
2018/04/02,-12.434533,130.923847,0,14,3,146.9,STABLE
2018/04/02,-12.460552,130.926545,0,13,3,146.9,STABLE
2018/04/02,-12.447604,130.94755,0,14,5,0.0,DECREASE
2018/04/02,-12.473721,130.9841,1,16,1,149.9,ZERO
2018/04/02,-12.480144,130.970135,1,16,1,149.9,STABLE
2018/04/02,-12.469825,130.987781,1,17,7,146.9,DECREASE
2018/04/02,-12.482142,130.985802,1,16,3,146.9,STABLE
2018/04/02,-12.499875,130.986152,1,18,4,146.9,STABLE
2018/04/02,-12.470486,130.984279,1,16,4,146.9,STABLE
2018/04/02,-12.508645,130.990031,1,19,2,146.7,DECREASE
2018/04/02,-12.45187,130.96321,1,20,5,0.0,DECREASE
2018/04/03,-12.453169,130.838155,0,0,0,125.9,ZERO
2018/04/03,-12.454479,130.838773,0,0,1,149.9,HIKE
2018/04/03,-12.458111,130.836149,0,0,2,146.7,DECREASE
2018/04/03,-12.459371,130.837418,0,0,3,146.9,HIKE
2018/04/03,-12.376822,130.882005,0,1,1,149.9,HIKE
2018/04/03,-12.388251,130.851979,0,2,1,149.9,STABLE
2018/04/03,-12.372055,130.883614,0,1,4,148.11875,DECREASE
2018/04/03,-12.402207,130.855703,0,3,2,145.5,DECREASE
2018/04/03,-12.376162,130.88528,0,4,2,145.7,HIKE
2018/04/03,-12.3877,130.85206,0,2,3,146.9,HIKE
2018/04/03,-12.373514,130.883836,0,1,3,146.9,STABLE
2018/04/03,-12.394744,130.87797,0,5,3,146.9,STABLE
2018/04/03,-12.394908,130.85574,0,3,5,147.9,HIKE
2018/04/03,-12.401029,130.916358,0,6,4,148.106185,HIKE
2018/04/03,-12.396662,130.90436,0,7,3,146.9,DECREASE
2018/04/03,-12.389526,130.851965,0,2,4,148.106185,HIKE
2018/04/03,-12.43158,130.874918,0,8,6,137.5,DECREASE
2018/04/03,-12.397213,130.859903,0,9,7,146.9,HIKE
2018/04/03,-12.40943,130.855712,0,10,2,145.5,DECREASE
2018/04/03,-12.426162,130.893602,0,8,2,146.7,HIKE
2018/04/03,-12.4329,130.848332,0,11,2,146.7,STABLE
2018/04/03,-12.424795,130.839007,0,12,3,146.9,HIKE
2018/04/03,-12.426896,130.855965,0,10,3,146.9,STABLE
2018/04/03,-12.430993,130.891404,0,8,0,0.0,DECREASE
2018/04/03,-12.425722,130.869226,0,8,1,149.9,ZERO
2018/04/03,-12.461616,130.929661,0,13,7,0.0,DECREASE
2018/04/03,-12.457972,130.941972,0,13,5,0.0,ZERO
2018/04/03,-12.427976,130.9131,0,14,7,146.9,ZERO
2018/04/03,-12.433454,130.924834,0,14,3,146.9,STABLE
2018/04/03,-12.456695,130.966706,1,15,3,146.9,STABLE
2018/04/03,-12.434533,130.923847,0,14,3,146.9,STABLE
2018/04/03,-12.460552,130.926545,0,13,3,146.9,STABLE
2018/04/03,-12.447604,130.94755,0,14,5,0.0,DECREASE
2018/04/03,-12.473721,130.9841,1,16,1,149.9,ZERO
2018/04/03,-12.480144,130.970135,1,16,1,149.9,STABLE
2018/04/03,-12.469825,130.987781,1,17,7,146.9,DECREASE
2018/04/03,-12.482142,130.985802,1,16,3,146.9,STABLE
2018/04/03,-12.499875,130.986152,1,18,4,148.044329,HIKE
2018/04/03,-12.470486,130.984279,1,16,4,148.048936,HIKE
2018/04/03,-12.508645,130.990031,1,19,2,146.7,DECREASE
2018/04/03,-12.45187,130.96321,1,20,5,0.0,DECREASE
2018/04/04,-12.453169,130.838155,0,0,0,125.9,ZERO
2018/04/04,-12.454479,130.838773,0,0,1,149.9,HIKE
2018/04/04,-12.458111,130.836149,0,0,2,146.7,DECREASE
2018/04/04,-12.459371,130.837418,0,0,3,148.515384,HIKE
2018/04/04,-12.376822,130.882005,0,1,1,149.9,HIKE
2018/04/04,-12.388251,130.851979,0,2,1,149.9,STABLE
2018/04/04,-12.372055,130.883614,0,1,4,149.9,STABLE
2018/04/04,-12.402207,130.855703,0,3,2,145.833333,DECREASE
2018/04/04,-12.376162,130.88528,0,4,2,146.033333,HIKE
2018/04/04,-12.3877,130.85206,0,2,3,148.515384,HIKE
2018/04/04,-12.373514,130.883836,0,1,3,148.515384,STABLE
2018/04/04,-12.394744,130.87797,0,5,3,148.515384,STABLE
2018/04/04,-12.394908,130.85574,0,3,5,147.9,DECREASE
2018/04/04,-12.401029,130.916358,0,6,4,149.9,HIKE
2018/04/04,-12.396662,130.90436,0,7,3,148.515384,DECREASE
2018/04/04,-12.389526,130.851965,0,2,4,149.9,HIKE
2018/04/04,-12.43158,130.874918,0,8,6,137.5,DECREASE
2018/04/04,-12.397213,130.859903,0,9,7,146.9,HIKE
2018/04/04,-12.40943,130.855712,0,10,2,145.833333,DECREASE
2018/04/04,-12.426162,130.893602,0,8,2,146.7,HIKE
2018/04/04,-12.4329,130.848332,0,11,2,146.7,STABLE
2018/04/04,-12.424795,130.839007,0,12,3,146.9,HIKE
2018/04/04,-12.426896,130.855965,0,10,3,146.9,STABLE
2018/04/04,-12.430993,130.891404,0,8,0,0.0,DECREASE
2018/04/04,-12.425722,130.869226,0,8,1,149.9,ZERO
2018/04/04,-12.461616,130.929661,0,13,7,0.0,DECREASE
2018/04/04,-12.457972,130.941972,0,13,5,0.0,ZERO
2018/04/04,-12.427976,130.9131,0,14,7,146.9,ZERO
2018/04/04,-12.433454,130.924834,0,14,3,146.9,STABLE
2018/04/04,-12.456695,130.966706,1,15,3,146.9,STABLE
2018/04/04,-12.434533,130.923847,0,14,3,147.476923,HIKE
2018/04/04,-12.460552,130.926545,0,13,3,148.515384,HIKE
2018/04/04,-12.447604,130.94755,0,14,5,0.0,DECREASE
2018/04/04,-12.473721,130.9841,1,16,1,149.9,ZERO
2018/04/04,-12.480144,130.970135,1,16,1,149.9,STABLE
2018/04/04,-12.469825,130.987781,1,17,7,146.9,DECREASE
2018/04/04,-12.482142,130.985802,1,16,3,148.515384,HIKE
2018/04/04,-12.499875,130.986152,1,18,4,149.9,HIKE
2018/04/04,-12.470486,130.984279,1,16,4,149.9,STABLE
2018/04/04,-12.508645,130.990031,1,19,2,146.7,DECREASE
2018/04/04,-12.45187,130.96321,1,20,5,0.0,DECREASE
2018/04/05,-12.453169,130.838155,0,0,0,125.9,ZERO
2018/04/05,-12.454479,130.838773,0,0,1,149.9,HIKE
2018/04/05,-12.458111,130.836149,0,0,2,146.7,DECREASE
2018/04/05,-12.459371,130.837418,0,0,3,149.9,HIKE
2018/04/05,-12.376822,130.882005,0,1,1,149.9,STABLE
2018/04/05,-12.388251,130.851979,0,2,1,149.9,STABLE
2018/04/05,-12.372055,130.883614,0,1,4,149.9,STABLE
2018/04/05,-12.402207,130.855703,0,3,2,146.5,DECREASE
2018/04/05,-12.376162,130.88528,0,4,2,147.214285,HIKE
2018/04/05,-12.3877,130.85206,0,2,3,149.9,HIKE
2018/04/05,-12.373514,130.883836,0,1,3,149.9,STABLE
2018/04/05,-12.394744,130.87797,0,5,3,149.9,STABLE
2018/04/05,-12.394908,130.85574,0,3,5,147.9,DECREASE
2018/04/05,-12.401029,130.916358,0,6,4,149.9,HIKE
2018/04/05,-12.396662,130.90436,0,7,3,149.9,STABLE
2018/04/05,-12.389526,130.851965,0,2,4,149.9,STABLE
2018/04/05,-12.43158,130.874918,0,8,6,137.5,DECREASE
2018/04/05,-12.397213,130.859903,0,9,7,146.9,HIKE
2018/04/05,-12.40943,130.855712,0,10,2,146.5,DECREASE
2018/04/05,-12.426162,130.893602,0,8,2,146.7,HIKE
2018/04/05,-12.4329,130.848332,0,11,2,146.7,STABLE
2018/04/05,-12.424795,130.839007,0,12,3,146.9,HIKE
2018/04/05,-12.426896,130.855965,0,10,3,146.9,STABLE
2018/04/05,-12.430993,130.891404,0,8,0,0.0,DECREASE
2018/04/05,-12.425722,130.869226,0,8,1,149.9,ZERO
2018/04/05,-12.461616,130.929661,0,13,7,0.0,DECREASE
2018/04/05,-12.457972,130.941972,0,13,5,0.0,ZERO
2018/04/05,-12.427976,130.9131,0,14,7,146.9,ZERO
2018/04/05,-12.433454,130.924834,0,14,3,146.9,STABLE
2018/04/05,-12.456695,130.966706,1,15,3,146.9,STABLE
2018/04/05,-12.434533,130.923847,0,14,3,146.9,STABLE
2018/04/05,-12.460552,130.926545,0,13,3,149.9,HIKE
2018/04/05,-12.447604,130.94755,0,14,5,0.0,DECREASE
2018/04/05,-12.473721,130.9841,1,16,1,149.9,ZERO
2018/04/05,-12.480144,130.970135,1,16,1,149.9,STABLE
2018/04/05,-12.469825,130.987781,1,17,7,146.9,DECREASE
2018/04/05,-12.482142,130.985802,1,16,3,149.9,HIKE
2018/04/05,-12.499875,130.986152,1,18,4,149.9,STABLE
2018/04/05,-12.470486,130.984279,1,16,4,149.9,STABLE
2018/04/05,-12.508645,130.990031,1,19,2,146.7,DECREASE
2018/04/05,-12.45187,130.96321,1,20,5,0.0,DECREASE
2018/04/06,-12.453169,130.838155,0,0,0,125.9,ZERO
2018/04/06,-12.454479,130.838773,0,0,1,149.9,HIKE
2018/04/06,-12.458111,130.836149,0,0,2,146.7,DECREASE
2018/04/06,-12.459371,130.837418,0,0,3,149.9,HIKE
2018/04/06,-12.376822,130.882005,0,1,1,149.9,STABLE
2018/04/06,-12.388251,130.851979,0,2,1,149.9,STABLE
2018/04/06,-12.372055,130.883614,0,1,4,149.9,STABLE
2018/04/06,-12.402207,130.855703,0,3,2,146.5,DECREASE
2018/04/06,-12.376162,130.88528,0,4,2,147.9,HIKE
2018/04/06,-12.3877,130.85206,0,2,3,149.9,HIKE
2018/04/06,-12.373514,130.883836,0,1,3,149.9,STABLE
2018/04/06,-12.394744,130.87797,0,5,3,149.9,STABLE
2018/04/06,-12.394908,130.85574,0,3,5,147.9,DECREASE
2018/04/06,-12.401029,130.916358,0,6,4,149.9,HIKE
2018/04/06,-12.396662,130.90436,0,7,3,149.9,STABLE
2018/04/06,-12.389526,130.851965,0,2,4,149.9,STABLE
2018/04/06,-12.43158,130.874918,0,8,6,137.5,DECREASE
2018/04/06,-12.397213,130.859903,0,9,7,146.9,HIKE
2018/04/06,-12.40943,130.855712,0,10,2,146.5,DECREASE
2018/04/06,-12.426162,130.893602,0,8,2,146.7,HIKE
2018/04/06,-12.4329,130.848332,0,11,2,146.7,STABLE
2018/04/06,-12.424795,130.839007,0,12,3,146.9,HIKE
2018/04/06,-12.426896,130.855965,0,10,3,146.9,STABLE
2018/04/06,-12.430993,130.891404,0,8,0,0.0,DECREASE
2018/04/06,-12.425722,130.869226,0,8,1,149.9,ZERO
2018/04/06,-12.461616,130.929661,0,13,7,0.0,DECREASE
2018/04/06,-12.457972,130.941972,0,13,5,0.0,ZERO
2018/04/06,-12.427976,130.9131,0,14,7,146.9,ZERO
2018/04/06,-12.433454,130.924834,0,14,3,146.9,STABLE
2018/04/06,-12.456695,130.966706,1,15,3,146.9,STABLE
2018/04/06,-12.434533,130.923847,0,14,3,146.9,STABLE
2018/04/06,-12.460552,130.926545,0,13,3,149.9,HIKE
2018/04/06,-12.447604,130.94755,0,14,5,0.0,DECREASE
2018/04/06,-12.473721,130.9841,1,16,1,149.9,ZERO
2018/04/06,-12.480144,130.970135,1,16,1,149.9,STABLE
2018/04/06,-12.469825,130.987781,1,17,7,146.9,DECREASE
2018/04/06,-12.482142,130.985802,1,16,3,149.9,HIKE
2018/04/06,-12.499875,130.986152,1,18,4,149.9,STABLE
2018/04/06,-12.470486,130.984279,1,16,4,149.9,STABLE
2018/04/06,-12.508645,130.990031,1,19,2,146.7,DECREASE
2018/04/06,-12.45187,130.96321,1,20,5,0.0,DECREASE
2018/04/07,-12.453169,130.838155,0,0,0,125.9,ZERO
2018/04/07,-12.454479,130.838773,0,0,1,149.9,HIKE
2018/04/07,-12.458111,130.836149,0,0,2,146.7,DECREASE
2018/04/07,-12.459371,130.837418,0,0,3,149.9,HIKE
2018/04/07,-12.376822,130.882005,0,1,1,149.9,STABLE
2018/04/07,-12.388251,130.851979,0,2,1,149.9,STABLE
2018/04/07,-12.372055,130.883614,0,1,4,149.9,STABLE
2018/04/07,-12.402207,130.855703,0,3,2,146.5,DECREASE
2018/04/07,-12.376162,130.88528,0,4,2,147.9,HIKE
2018/04/07,-12.3877,130.85206,0,2,3,149.9,HIKE
2018/04/07,-12.373514,130.883836,0,1,3,149.9,STABLE
2018/04/07,-12.394744,130.87797,0,5,3,149.9,STABLE
2018/04/07,-12.394908,130.85574,0,3,5,147.9,DECREASE
2018/04/07,-12.401029,130.916358,0,6,4,149.9,HIKE
2018/04/07,-12.396662,130.90436,0,7,3,149.9,STABLE
2018/04/07,-12.389526,130.851965,0,2,4,149.9,STABLE
2018/04/07,-12.43158,130.874918,0,8,6,137.5,DECREASE
2018/04/07,-12.397213,130.859903,0,9,7,146.9,HIKE
2018/04/07,-12.40943,130.855712,0,10,2,146.5,DECREASE
2018/04/07,-12.426162,130.893602,0,8,2,146.7,HIKE
2018/04/07,-12.4329,130.848332,0,11,2,146.7,STABLE
2018/04/07,-12.424795,130.839007,0,12,3,146.9,HIKE
2018/04/07,-12.426896,130.855965,0,10,3,146.9,STABLE
2018/04/07,-12.430993,130.891404,0,8,0,0.0,DECREASE
2018/04/07,-12.425722,130.869226,0,8,1,149.9,ZERO
2018/04/07,-12.461616,130.929661,0,13,7,0.0,DECREASE
2018/04/07,-12.457972,130.941972,0,13,5,0.0,ZERO
2018/04/07,-12.427976,130.9131,0,14,7,146.9,ZERO
2018/04/07,-12.433454,130.924834,0,14,3,146.9,STABLE
2018/04/07,-12.456695,130.966706,1,15,3,146.9,STABLE
2018/04/07,-12.434533,130.923847,0,14,3,146.9,STABLE
2018/04/07,-12.460552,130.926545,0,13,3,149.9,HIKE
2018/04/07,-12.447604,130.94755,0,14,5,0.0,DECREASE
2018/04/07,-12.473721,130.9841,1,16,1,149.9,ZERO
2018/04/07,-12.480144,130.970135,1,16,1,149.9,STABLE
2018/04/07,-12.469825,130.987781,1,17,7,146.9,DECREASE
2018/04/07,-12.482142,130.985802,1,16,3,149.9,HIKE
2018/04/07,-12.499875,130.986152,1,18,4,149.9,STABLE
2018/04/07,-12.470486,130.984279,1,16,4,149.9,STABLE
2018/04/07,-12.508645,130.990031,1,19,2,146.7,DECREASE
2018/04/07,-12.45187,130.96321,1,20,5,0.0,DECREASE
2018/04/08,-12.453169,130.838155,0,0,0,125.9,ZERO
2018/04/08,-12.454479,130.838773,0,0,1,149.9,HIKE
2018/04/08,-12.458111,130.836149,0,0,2,146.7,DECREASE
2018/04/08,-12.459371,130.837418,0,0,3,149.9,HIKE
2018/04/08,-12.376822,130.882005,0,1,1,149.9,STABLE
2018/04/08,-12.388251,130.851979,0,2,1,149.9,STABLE
2018/04/08,-12.372055,130.883614,0,1,4,149.9,STABLE
2018/04/08,-12.402207,130.855703,0,3,2,146.5,DECREASE
2018/04/08,-12.376162,130.88528,0,4,2,147.9,HIKE
2018/04/08,-12.3877,130.85206,0,2,3,149.9,HIKE
2018/04/08,-12.373514,130.883836,0,1,3,149.9,STABLE
2018/04/08,-12.394744,130.87797,0,5,3,149.9,STABLE
2018/04/08,-12.394908,130.85574,0,3,5,147.9,DECREASE
2018/04/08,-12.401029,130.916358,0,6,4,149.9,HIKE
2018/04/08,-12.396662,130.90436,0,7,3,149.9,STABLE
2018/04/08,-12.389526,130.851965,0,2,4,149.9,STABLE
2018/04/08,-12.43158,130.874918,0,8,6,137.5,DECREASE
2018/04/08,-12.397213,130.859903,0,9,7,146.9,HIKE
2018/04/08,-12.40943,130.855712,0,10,2,146.5,DECREASE
2018/04/08,-12.426162,130.893602,0,8,2,146.7,HIKE
2018/04/08,-12.4329,130.848332,0,11,2,146.7,STABLE
2018/04/08,-12.424795,130.839007,0,12,3,146.9,HIKE
2018/04/08,-12.426896,130.855965,0,10,3,146.9,STABLE
2018/04/08,-12.430993,130.891404,0,8,0,0.0,DECREASE
2018/04/08,-12.425722,130.869226,0,8,1,149.9,ZERO
2018/04/08,-12.461616,130.929661,0,13,7,0.0,DECREASE
2018/04/08,-12.457972,130.941972,0,13,5,0.0,ZERO
2018/04/08,-12.427976,130.9131,0,14,7,146.9,ZERO
2018/04/08,-12.433454,130.924834,0,14,3,146.9,STABLE
2018/04/08,-12.456695,130.966706,1,15,3,146.9,STABLE
2018/04/08,-12.434533,130.923847,0,14,3,146.9,STABLE
2018/04/08,-12.460552,130.926545,0,13,3,149.9,HIKE
2018/04/08,-12.447604,130.94755,0,14,5,0.0,DECREASE
2018/04/08,-12.473721,130.9841,1,16,1,149.9,ZERO
2018/04/08,-12.480144,130.970135,1,16,1,149.9,STABLE
2018/04/08,-12.469825,130.987781,1,17,7,146.9,DECREASE
2018/04/08,-12.482142,130.985802,1,16,3,149.9,HIKE
2018/04/08,-12.499875,130.986152,1,18,4,149.9,STABLE
2018/04/08,-12.470486,130.984279,1,16,4,149.9,STABLE
2018/04/08,-12.508645,130.990031,1,19,2,146.7,DECREASE
2018/04/08,-12.45187,130.96321,1,20,5,0.0,DECREASE
2018/04/09,-12.453169,130.838155,0,0,0,125.9,ZERO
2018/04/09,-12.454479,130.838773,0,0,1,149.9,HIKE
2018/04/09,-12.458111,130.836149,0,0,2,146.7,DECREASE
2018/04/09,-12.459371,130.837418,0,0,3,149.9,HIKE
2018/04/09,-12.376822,130.882005,0,1,1,149.9,STABLE
2018/04/09,-12.388251,130.851979,0,2,1,149.9,STABLE
2018/04/09,-12.372055,130.883614,0,1,4,149.9,STABLE
2018/04/09,-12.402207,130.855703,0,3,2,146.5,DECREASE
2018/04/09,-12.376162,130.88528,0,4,2,147.9,HIKE
2018/04/09,-12.3877,130.85206,0,2,3,149.9,HIKE
2018/04/09,-12.373514,130.883836,0,1,3,149.9,STABLE
2018/04/09,-12.394744,130.87797,0,5,3,149.9,STABLE
2018/04/09,-12.394908,130.85574,0,3,5,147.9,DECREASE
2018/04/09,-12.401029,130.916358,0,6,4,149.9,HIKE
2018/04/09,-12.396662,130.90436,0,7,3,149.9,STABLE
2018/04/09,-12.389526,130.851965,0,2,4,149.9,STABLE
2018/04/09,-12.43158,130.874918,0,8,6,137.7,DECREASE
2018/04/09,-12.397213,130.859903,0,9,7,148.073913,HIKE
2018/04/09,-12.40943,130.855712,0,10,2,146.5,DECREASE
2018/04/09,-12.426162,130.893602,0,8,2,146.7,HIKE
2018/04/09,-12.4329,130.848332,0,11,2,146.7,STABLE
2018/04/09,-12.424795,130.839007,0,12,3,146.9,HIKE
2018/04/09,-12.426896,130.855965,0,10,3,146.9,STABLE
2018/04/09,-12.430993,130.891404,0,8,0,0.0,DECREASE
2018/04/09,-12.425722,130.869226,0,8,1,149.9,ZERO
2018/04/09,-12.461616,130.929661,0,13,7,0.0,DECREASE
2018/04/09,-12.457972,130.941972,0,13,5,0.0,ZERO
2018/04/09,-12.427976,130.9131,0,14,7,148.15,ZERO
2018/04/09,-12.433454,130.924834,0,14,3,146.9,DECREASE
2018/04/09,-12.456695,130.966706,1,15,3,146.9,STABLE
2018/04/09,-12.434533,130.923847,0,14,3,146.9,STABLE
2018/04/09,-12.460552,130.926545,0,13,3,149.9,HIKE
2018/04/09,-12.447604,130.94755,0,14,5,0.0,DECREASE
2018/04/09,-12.473721,130.9841,1,16,1,149.9,ZERO
2018/04/09,-12.480144,130.970135,1,16,1,149.9,STABLE
2018/04/09,-12.469825,130.987781,1,17,7,148.15,DECREASE
2018/04/09,-12.482142,130.985802,1,16,3,149.9,HIKE
2018/04/09,-12.499875,130.986152,1,18,4,149.9,STABLE
2018/04/09,-12.470486,130.984279,1,16,4,149.9,STABLE
2018/04/09,-12.508645,130.990031,1,19,2,146.7,DECREASE
2018/04/09,-12.45187,130.96321,1,20,5,0.0,DECREASE
2018/04/10,-12.453169,130.838155,0,0,0,125.9,ZERO
2018/04/10,-12.454479,130.838773,0,0,1,149.9,HIKE
2018/04/10,-12.458111,130.836149,0,0,2,146.7,DECREASE
2018/04/10,-12.459371,130.837418,0,0,3,149.9,HIKE
2018/04/10,-12.376822,130.882005,0,1,1,149.9,STABLE
2018/04/10,-12.388251,130.851979,0,2,1,149.9,STABLE
2018/04/10,-12.372055,130.883614,0,1,4,149.9,STABLE
2018/04/10,-12.402207,130.855703,0,3,2,146.5,DECREASE
2018/04/10,-12.376162,130.88528,0,4,2,147.9,HIKE
2018/04/10,-12.3877,130.85206,0,2,3,149.9,HIKE
2018/04/10,-12.373514,130.883836,0,1,3,149.9,STABLE
2018/04/10,-12.394744,130.87797,0,5,3,149.9,STABLE
2018/04/10,-12.394908,130.85574,0,3,5,147.9,DECREASE
2018/04/10,-12.401029,130.916358,0,6,4,149.9,HIKE
2018/04/10,-12.396662,130.90436,0,7,3,149.9,STABLE
2018/04/10,-12.389526,130.851965,0,2,4,149.9,STABLE
2018/04/10,-12.43158,130.874918,0,8,6,138.3,DECREASE
2018/04/10,-12.397213,130.859903,0,9,7,149.9,HIKE
2018/04/10,-12.40943,130.855712,0,10,2,146.5,DECREASE
2018/04/10,-12.426162,130.893602,0,8,2,146.7,HIKE
2018/04/10,-12.4329,130.848332,0,11,2,146.7,STABLE
2018/04/10,-12.424795,130.839007,0,12,3,146.9,HIKE
2018/04/10,-12.426896,130.855965,0,10,3,146.9,STABLE
2018/04/10,-12.430993,130.891404,0,8,0,0.0,DECREASE
2018/04/10,-12.425722,130.869226,0,8,1,149.9,ZERO
2018/04/10,-12.461616,130.929661,0,13,7,0.0,DECREASE
2018/04/10,-12.457972,130.941972,0,13,5,0.0,ZERO
2018/04/10,-12.427976,130.9131,0,14,7,149.9,ZERO
2018/04/10,-12.433454,130.924834,0,14,3,146.9,DECREASE
2018/04/10,-12.456695,130.966706,1,15,3,146.9,STABLE
2018/04/10,-12.434533,130.923847,0,14,3,146.9,STABLE
2018/04/10,-12.460552,130.926545,0,13,3,149.9,HIKE
2018/04/10,-12.447604,130.94755,0,14,5,0.0,DECREASE
2018/04/10,-12.473721,130.9841,1,16,1,149.9,ZERO
2018/04/10,-12.480144,130.970135,1,16,1,149.9,STABLE
2018/04/10,-12.469825,130.987781,1,17,7,149.9,STABLE
2018/04/10,-12.482142,130.985802,1,16,3,149.9,STABLE
2018/04/10,-12.499875,130.986152,1,18,4,149.9,STABLE
2018/04/10,-12.470486,130.984279,1,16,4,149.9,STABLE
2018/04/10,-12.508645,130.990031,1,19,2,146.7,DECREASE
2018/04/10,-12.45187,130.96321,1,20,5,0.0,DECREASE
2018/04/11,-12.453169,130.838155,0,0,0,125.9,ZERO
2018/04/11,-12.454479,130.838773,0,0,1,149.9,HIKE
2018/04/11,-12.458111,130.836149,0,0,2,146.7,DECREASE
2018/04/11,-12.459371,130.837418,0,0,3,149.9,HIKE
2018/04/11,-12.376822,130.882005,0,1,1,149.9,STABLE
2018/04/11,-12.388251,130.851979,0,2,1,149.9,STABLE
2018/04/11,-12.372055,130.883614,0,1,4,149.9,STABLE
2018/04/11,-12.402207,130.855703,0,3,2,146.5,DECREASE
